,Player,Nation,Pos,Age,playing_time_MP,playing_time_Starts,playing_time_Min,playing_time_90s,performance_Gls,performance_Ast,performance_G+A,performance_G-PK,performance_PK,performance_PKatt,performance_CrdY,performance_CrdR,expected_xG,expected_npxG,expected_xAG,expected_npxG+xAG,progression_PrgC,progression_PrgP,progression_PrgR,per_90_minutes_Gls,per_90_minutes_Ast,per_90_minutes_G+A,per_90_minutes_G-PK,per_90_minutes_G+A-PK,per_90_minutes_xG,per_90_minutes_xAG,per_90_minutes_xG+xAG,per_90_minutes_npxG,per_90_minutes_npxG+xAG,Matches,Team,Season,MP
510,Joe Willock,eng ENG,"MF,FW",25-262,,11,1026.0,11.4,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,1.6,1.6,1.9,3.5,36.0,38.0,82.0,0.0,0.18,0.18,0.0,0.18,0.14,0.17,0.31,0.14,0.31,Matches,Newcastle United,2024,30.0
511,Martin Dúbravka,sk SVK,GK,36-114,,10,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Newcastle United,2024,10.0
512,Sean Longstaff,eng ENG,MF,27-191,,8,797.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.2,0.8,4.0,40.0,22.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches,Newcastle United,2024,24.0
513,Lloyd Kelly,eng ENG,DF,26-215,,4,303.0,3.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.5,0.9,0.0,9.0,5.0,0.0,0.3,0.3,0.0,0.3,0.12,0.14,0.26,0.12,0.26,Matches,Newcastle United,2024,10.0
514,Sven Botman,nl NED,DF,25-117,,3,233.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Newcastle United,2024,5.0
515,Emil Krafth,se SWE,DF,30-280,,2,289.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,Newcastle United,2024,10.0
516,Callum Wilson,eng ENG,FW,33-071,,1,285.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.4,5.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.12,0.02,0.14,0.12,0.14,Matches,Newcastle United,2024,15.0
517,Lewis Miley,eng ENG,MF,19-008,,1,249.0,2.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.6,2.0,14.0,7.0,0.36,0.0,0.36,0.36,0.36,0.2,0.01,0.21,0.2,0.21,Matches,Newcastle United,2024,12.0
518,Miguel Almirón,py PAR,FW,31-088,,1,157.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.8,3.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.3,0.15,0.45,0.3,0.45,Matches,Newcastle United,2024,9.0
519,William Osula,dk DEN,FW,21-278,,0,104.0,1.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,2.0,2.0,12.0,0.87,0.0,0.87,0.87,0.87,0.1,0.08,0.18,0.1,0.18,Matches,Newcastle United,2024,12.0
520,Matt Targett,eng ENG,DF,29-233,,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Newcastle United,2024,2.0
521,Alex Murphy,ie IRL,DF,20-318,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Newcastle United,2024,0.0
522,Sean Neave,eng ENG,FW,17-347,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Newcastle United,2024,0.0
523,John Ruddy,eng ENG,GK,38-197,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Newcastle United,2024,0.0
524,Leo Shahar,eng ENG,DF,18-052,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Newcastle United,2024,0.0
525,Odisseas Vlachodimos,gr GRE,GK,31-013,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Newcastle United,2024,0.0
526,Matz Sels,be BEL,GK,33-072,35.0,35,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nottingham Forest,2024,
527,Nikola Milenković,rs SRB,DF,27-209,34.0,34,3060.0,34.0,4.0,2.0,6.0,4.0,0.0,0.0,4.0,0.0,3.6,3.6,1.0,4.6,3.0,49.0,6.0,0.12,0.06,0.18,0.12,0.18,0.1,0.03,0.13,0.1,0.13,Matches,Nottingham Forest,2024,
528,Murillo,br BRA,DF,22-309,34.0,34,3008.0,33.4,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,1.4,1.4,1.1,2.5,20.0,103.0,5.0,0.06,0.0,0.06,0.06,0.06,0.04,0.03,0.07,0.04,0.07,Matches,Nottingham Forest,2024,
529,Ola Aina,ng NGA,DF,28-213,32.0,32,2733.0,30.4,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,0.6,0.6,1.1,1.8,59.0,97.0,56.0,0.07,0.03,0.1,0.07,0.1,0.02,0.04,0.06,0.02,0.06,Matches,Nottingham Forest,2024,
530,Chris Wood,nz NZL,FW,33-153,33.0,32,2689.0,29.9,19.0,3.0,22.0,16.0,3.0,3.0,1.0,0.0,11.7,9.3,2.5,11.8,13.0,36.0,87.0,0.64,0.1,0.74,0.54,0.64,0.39,0.08,0.47,0.31,0.4,Matches,Nottingham Forest,2024,
531,Morgan Gibbs-White,eng ENG,MF,25-102,31.0,31,2541.0,28.2,5.0,7.0,12.0,5.0,0.0,0.0,11.0,1.0,4.7,4.7,4.5,9.3,64.0,153.0,118.0,0.18,0.25,0.43,0.18,0.43,0.17,0.16,0.33,0.17,0.33,Matches,Nottingham Forest,2024,
532,Elliot Anderson,eng ENG,MF,22-184,34.0,30,2467.0,27.4,2.0,6.0,8.0,2.0,0.0,0.0,7.0,0.0,1.9,1.9,3.1,5.0,46.0,128.0,87.0,0.07,0.22,0.29,0.07,0.29,0.07,0.11,0.18,0.07,0.18,Matches,Nottingham Forest,2024,
533,Anthony Elanga,se SWE,"FW,MF",23-012,35.0,28,2232.0,24.8,6.0,9.0,15.0,6.0,0.0,0.0,1.0,0.0,4.2,4.2,4.8,9.0,87.0,54.0,190.0,0.24,0.36,0.6,0.24,0.6,0.17,0.19,0.36,0.17,0.36,Matches,Nottingham Forest,2024,
534,Neco Williams,wls WAL,DF,24-026,32.0,25,2324.0,25.8,1.0,3.0,4.0,1.0,0.0,0.0,7.0,0.0,2.3,2.3,1.5,3.8,60.0,82.0,86.0,0.04,0.12,0.15,0.04,0.15,0.09,0.06,0.15,0.09,0.15,Matches,Nottingham Forest,2024,
535,Callum Hudson-Odoi,eng ENG,"FW,MF",24-183,29.0,25,2152.0,23.9,5.0,2.0,7.0,5.0,0.0,0.0,2.0,0.0,2.5,2.5,2.7,5.2,127.0,66.0,186.0,0.21,0.08,0.29,0.21,0.29,0.1,0.11,0.22,0.1,0.22,Matches,Nottingham Forest,2024,
536,Nicolás Domínguez,ar ARG,"MF,FW",26-315,31.0,20,1734.0,19.3,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,1.4,1.4,1.3,2.7,13.0,68.0,27.0,0.0,0.05,0.05,0.0,0.05,0.07,0.07,0.14,0.07,0.14,Matches,Nottingham Forest,2024,
537,Ryan Yates,eng ENG,MF,27-169,32.0,18,1874.0,20.8,2.0,1.0,3.0,2.0,0.0,0.0,10.0,0.0,2.3,2.3,1.1,3.4,17.0,48.0,14.0,0.1,0.05,0.14,0.1,0.14,0.11,0.05,0.16,0.11,0.16,Matches,Nottingham Forest,2024,
538,Álex Moreno,es ESP,"DF,MF",31-335,15.0,11,955.0,10.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,1.3,1.4,26.0,34.0,34.0,0.0,0.09,0.09,0.0,0.09,0.02,0.12,0.13,0.02,0.13,Matches,Nottingham Forest,2024,
539,Jota Silva,pt POR,"FW,MF",25-281,28.0,5,844.0,9.4,3.0,1.0,4.0,3.0,0.0,0.0,5.0,0.0,2.0,2.0,2.9,4.9,20.0,18.0,58.0,0.32,0.11,0.43,0.32,0.43,0.22,0.31,0.52,0.22,0.52,Matches,Nottingham Forest,2024,
540,Morato,br BRA,DF,23-313,24.0,5,809.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.0,0.2,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Nottingham Forest,2024,
541,James Ward-Prowse,eng ENG,MF,30-189,9.0,5,400.0,4.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.1,0.1,1.1,1.2,1.0,16.0,3.0,0.0,0.23,0.23,0.0,0.23,0.01,0.25,0.26,0.01,0.26,Matches,Nottingham Forest,2024,
542,Danilo,br BRA,"MF,FW",24-010,7.0,5,267.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nottingham Forest,2024,
543,Ibrahim Sangaré,ci CIV,MF,27-158,10.0,4,370.0,4.1,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.4,0.4,0.0,16.0,3.0,0.0,0.24,0.24,0.0,0.24,0.0,0.09,0.1,0.0,0.1,Matches,Nottingham Forest,2024,
544,Taiwo Awoniyi,ng NGA,FW,27-270,25.0,3,408.0,4.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.1,2.1,0.1,2.2,6.0,7.0,20.0,0.22,0.0,0.22,0.22,0.22,0.47,0.02,0.49,0.47,0.49,Matches,Nottingham Forest,2024,
545,Ramón Sosa,py PAR,"FW,MF",25-251,19.0,1,295.0,3.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,1.5,12.0,6.0,17.0,0.31,0.0,0.31,0.31,0.31,0.31,0.15,0.45,0.31,0.45,Matches,Nottingham Forest,2024,
546,Willy Boly,ci CIV,DF,34-095,6.0,1,150.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Nottingham Forest,2024,
547,Harry Toffolo,eng ENG,DF,29-263,4.0,1,137.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Nottingham Forest,2024,
548,Eric da Silva Moreira,de GER,"MF,DF",19-006,2.0,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nottingham Forest,2024,
549,Zach Abbott,eng ENG,DF,18-361,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nottingham Forest,2024,
550,Wayne Hennessey,wls WAL,GK,38-105,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nottingham Forest,2024,
551,Carlos Miguel,br BRA,GK,26-212,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nottingham Forest,2024,
552,Andrew Omobamidele,ie IRL,DF,22-320,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nottingham Forest,2024,
553,Kyle Walker-Peters,eng ENG,DF,28-026,,33,2918.0,32.4,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.8,0.8,2.8,3.6,114.0,139.0,144.0,0.0,0.06,0.06,0.0,0.06,0.03,0.09,0.11,0.03,0.11,Matches,Southampton,2024,33.0
554,Mateus Fernandes,pt POR,MF,20-303,,31,2640.0,29.3,2.0,3.0,5.0,2.0,0.0,0.0,8.0,0.0,3.8,3.8,2.6,6.4,73.0,131.0,102.0,0.07,0.1,0.17,0.07,0.17,0.13,0.09,0.22,0.13,0.22,Matches,Southampton,2024,33.0
555,Taylor Harwood-Bellis,eng ENG,DF,23-099,,30,2654.0,29.5,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,1.8,1.8,1.0,2.8,29.0,119.0,9.0,0.03,0.0,0.03,0.03,0.03,0.06,0.03,0.09,0.06,0.09,Matches,Southampton,2024,32.0
556,Jan Bednarek,pl POL,DF,29-027,,29,2441.0,27.1,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,0.7,0.7,0.5,1.2,5.0,59.0,2.0,0.07,0.0,0.07,0.07,0.07,0.02,0.02,0.04,0.02,0.04,Matches,Southampton,2024,29.0
557,Aaron Ramsdale,eng ENG,GK,26-360,,27,2430.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Southampton,2024,27.0
558,Flynn Downes,eng ENG,MF,26-109,,22,1881.0,20.9,1.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,0.6,0.6,1.1,1.7,25.0,63.0,28.0,0.05,0.0,0.05,0.05,0.05,0.03,0.05,0.08,0.03,0.08,Matches,Southampton,2024,24.0
559,Joe Aribo,ng NGA,"MF,DF",28-292,,20,1909.0,21.2,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,2.7,2.7,1.6,4.3,35.0,71.0,64.0,0.14,0.0,0.14,0.14,0.14,0.13,0.07,0.2,0.13,0.2,Matches,Southampton,2024,30.0
560,Tyler Dibling,eng ENG,"FW,MF",19-058,,18,1742.0,19.4,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,2.5,2.5,1.5,4.1,68.0,61.0,93.0,0.1,0.0,0.1,0.1,0.1,0.13,0.08,0.21,0.13,0.21,Matches,Southampton,2024,31.0
561,Ryan Manning,ie IRL,"DF,MF",28-329,,18,1459.0,16.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,3.2,3.6,14.0,35.0,74.0,0.0,0.06,0.06,0.0,0.06,0.02,0.2,0.22,0.02,0.22,Matches,Southampton,2024,23.0
562,Lesley Ugochukwu,fr FRA,MF,21-044,,16,1525.0,16.9,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.9,0.9,1.0,1.9,29.0,49.0,20.0,0.06,0.06,0.12,0.06,0.12,0.05,0.06,0.11,0.05,0.11,Matches,Southampton,2024,24.0
563,Yukinari Sugawara,jp JPN,"DF,MF",24-315,,15,1467.0,16.3,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.5,0.5,2.2,2.7,32.0,68.0,76.0,0.06,0.06,0.12,0.06,0.12,0.03,0.14,0.17,0.03,0.17,Matches,Southampton,2024,29.0
564,Adam Armstrong,eng ENG,"FW,MF",28-088,,15,1248.0,13.9,2.0,2.0,4.0,2.0,0.0,1.0,4.0,0.0,3.3,2.3,1.2,3.5,25.0,21.0,79.0,0.14,0.14,0.29,0.14,0.29,0.24,0.09,0.32,0.17,0.25,Matches,Southampton,2024,20.0
565,Jack Stephens,eng ENG,DF,31-102,,15,1209.0,13.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.6,0.6,0.2,0.7,13.0,53.0,2.0,0.07,0.0,0.07,0.07,0.07,0.04,0.01,0.05,0.04,0.05,Matches,Southampton,2024,17.0
566,Kamaldeen Sulemana,gh GHA,"FW,MF",23-083,,14,1178.0,13.1,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.4,1.4,1.0,2.4,57.0,26.0,76.0,0.08,0.08,0.15,0.08,0.15,0.1,0.08,0.18,0.1,0.18,Matches,Southampton,2024,23.0
567,Cameron Archer,eng ENG,FW,23-292,,13,1373.0,15.3,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,5.1,4.3,0.4,4.6,19.0,14.0,64.0,0.13,0.0,0.13,0.13,0.13,0.33,0.02,0.36,0.28,0.31,Matches,Southampton,2024,32.0
568,Paul Onuachu,ng NGA,FW,30-346,,11,1029.0,11.4,4.0,1.0,5.0,4.0,0.0,0.0,4.0,0.0,3.6,3.6,0.5,4.1,7.0,13.0,40.0,0.35,0.09,0.44,0.35,0.44,0.32,0.04,0.36,0.32,0.36,Matches,Southampton,2024,24.0
569,James Bree,eng ENG,DF,27-210,,11,895.0,9.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.9,1.0,10.0,31.0,34.0,0.0,0.1,0.1,0.0,0.1,0.01,0.09,0.1,0.01,0.1,Matches,Southampton,2024,15.0
570,Nathan Wood-Gordon,eng ENG,DF,22-343,,7,624.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.3,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.04,0.03,0.04,Matches,Southampton,2024,9.0
571,William Smallbone,ie IRL,MF,25-077,,6,646.0,7.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.6,1.1,5.0,25.0,23.0,0.14,0.0,0.14,0.14,0.14,0.06,0.09,0.15,0.06,0.15,Matches,Southampton,2024,15.0
572,Alex McCarthy,eng ENG,GK,35-157,,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Southampton,2024,5.0
573,Adam Lallana,eng ENG,MF,36-364,,5,361.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.9,1.1,6.0,24.0,10.0,0.0,0.5,0.5,0.0,0.5,0.04,0.23,0.27,0.04,0.27,Matches,Southampton,2024,14.0
574,Ben Brereton,cl CHI,FW,26-021,,4,449.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.1,1.0,12.0,9.0,42.0,0.0,0.0,0.0,0.0,0.0,0.18,0.02,0.2,0.18,0.2,Matches,Southampton,2024,10.0
575,Ryan Fraser,sct SCO,"FW,DF",31-074,,4,306.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.1,10.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,Southampton,2024,8.0
576,Ross Stewart,sct SCO,FW,28-302,,3,286.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,Southampton,2024,9.0
577,Joe Lumley,eng ENG,GK,30-083,,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Southampton,2024,3.0
578,Welington,br BRA,"DF,MF",24-079,,3,215.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,3.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,Southampton,2024,7.0
579,Armel Bella Kotchap,de GER,DF,23-149,,2,331.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,Southampton,2024,4.0
580,Charlie Taylor,eng ENG,DF,31-233,,2,266.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,3.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Southampton,2024,7.0
581,Albert Grønbaek,dk DEN,"FW,MF",23-351,,2,143.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,Matches,Southampton,2024,4.0
582,Maxwel Cornet,ci CIV,FW,28-224,,1,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,Matches,Southampton,2024,2.0
583,Samuel Edozie,eng ENG,"DF,FW",22-101,,0,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,6.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches,Southampton,2024,2.0
584,Jay Robinson,eng ENG,"MF,FW",18-055,,0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches,Southampton,2024,2.0
585,Samuel Amo-Ameyaw,eng ENG,"FW,DF",18-295,,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.22,0.29,0.07,0.29,Matches,Southampton,2024,2.0
586,Ronnie Edwards,eng ENG,DF,22-042,,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Southampton,2024,1.0
587,Carlos Alcaraz,ar ARG,MF,22-160,,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.62,0.86,1.48,0.62,1.48,Matches,Southampton,2024,1.0
588,Joe O'Brien-Whitmarsh,ie IRL,FW,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Southampton,2024,0.0
589,Pedro Porro,es ESP,DF,25-238,,26,2463.0,27.4,2.0,6.0,8.0,2.0,0.0,0.0,4.0,0.0,1.5,1.5,4.0,5.5,63.0,147.0,106.0,0.07,0.22,0.29,0.07,0.29,0.06,0.15,0.2,0.06,0.2,Matches,Tottenham Hotspur,2024,31.0
590,Dejan Kulusevski,se SWE,"MF,FW",25-014,,26,2371.0,26.3,7.0,4.0,11.0,7.0,0.0,0.0,3.0,0.0,4.2,4.2,6.2,10.4,120.0,123.0,210.0,0.27,0.15,0.42,0.27,0.42,0.16,0.24,0.39,0.16,0.39,Matches,Tottenham Hotspur,2024,31.0
591,Dominic Solanke,eng ENG,FW,27-237,,24,2119.0,23.5,8.0,3.0,11.0,8.0,0.0,0.0,0.0,0.0,10.1,10.1,2.9,13.1,29.0,45.0,88.0,0.34,0.13,0.47,0.34,0.47,0.43,0.13,0.56,0.43,0.56,Matches,Tottenham Hotspur,2024,25.0
592,Brennan Johnson,wls WAL,FW,23-351,,23,2083.0,23.1,11.0,3.0,14.0,11.0,0.0,0.0,5.0,0.0,9.8,9.8,2.3,12.1,57.0,70.0,194.0,0.48,0.13,0.6,0.48,0.6,0.43,0.1,0.52,0.43,0.52,Matches,Tottenham Hotspur,2024,31.0
593,Guglielmo Vicario,it ITA,GK,28-214,,23,2070.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tottenham Hotspur,2024,23.0
594,Son Heung-min,kr KOR,FW,32-305,,23,2004.0,22.3,7.0,9.0,16.0,6.0,1.0,2.0,1.0,0.0,7.0,5.4,8.2,13.7,87.0,104.0,259.0,0.31,0.4,0.72,0.27,0.67,0.31,0.37,0.68,0.24,0.61,Matches,Tottenham Hotspur,2024,28.0
595,Destiny Udogie,it ITA,DF,22-162,,23,1834.0,20.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,1.5,1.8,54.0,120.0,93.0,0.0,0.05,0.05,0.0,0.05,0.01,0.07,0.09,0.01,0.09,Matches,Tottenham Hotspur,2024,24.0
596,James Maddison,eng ENG,MF,28-167,,21,1809.0,20.1,9.0,7.0,16.0,9.0,0.0,0.0,6.0,0.0,5.8,5.8,4.2,10.0,45.0,164.0,95.0,0.45,0.35,0.8,0.45,0.8,0.29,0.21,0.5,0.29,0.5,Matches,Tottenham Hotspur,2024,31.0
597,Pape Matar Sarr,sn SEN,MF,22-237,,19,1726.0,19.2,3.0,2.0,5.0,3.0,0.0,0.0,6.0,0.0,3.3,3.3,1.6,4.9,32.0,85.0,50.0,0.16,0.1,0.26,0.16,0.26,0.17,0.08,0.26,0.17,0.26,Matches,Tottenham Hotspur,2024,33.0
598,Rodrigo Bentancur,uy URU,MF,27-318,,19,1518.0,16.9,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,1.3,1.3,0.4,1.7,26.0,99.0,34.0,0.12,0.0,0.12,0.12,0.12,0.08,0.03,0.1,0.08,0.1,Matches,Tottenham Hotspur,2024,23.0
599,Cristian Romero,ar ARG,DF,27-012,,18,1416.0,15.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.6,1.6,0.6,2.2,12.0,71.0,3.0,0.06,0.0,0.06,0.06,0.06,0.1,0.04,0.14,0.1,0.14,Matches,Tottenham Hotspur,2024,18.0
600,Djed Spence,eng ENG,DF,24-273,,17,1604.0,17.8,1.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0,0.6,0.6,1.8,2.3,56.0,100.0,70.0,0.06,0.11,0.17,0.06,0.17,0.03,0.1,0.13,0.03,0.13,Matches,Tottenham Hotspur,2024,22.0
601,Archie Gray,eng ENG,"DF,MF",19-058,,16,1481.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,6.0,34.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Tottenham Hotspur,2024,25.0
602,Yves Bissouma,ml MLI,MF,28-252,,16,1300.0,14.4,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,0.6,0.6,0.3,0.9,15.0,72.0,3.0,0.14,0.0,0.14,0.14,0.14,0.04,0.02,0.06,0.04,0.06,Matches,Tottenham Hotspur,2024,25.0
