,Player,Nation,Pos,Age,ptime_MP,ptime_Starts,ptime_Min,ptime_90s,perf_Gls,perf_Ast,perf_G+A,perf_G-PK,perf_PK,perf_PKatt,perf_CrdY,perf_CrdR,exp_xG,exp_npxG,exp_xAG,exp_npxG+xAG,prog_PrgC,prog_PrgP,prog_PrgR,p90_Gls,p90_Ast,p90_G+A,p90_G-PK,p90_G+A-PK,p90_xG,p90_xAG,p90_xG+xAG,p90_npxG,p90_npxG+xAG,Matches,Team,Season,MP
31,Olabade Aluko,,MF,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leicester City,2024,0.0
32,Thomas Cannon,ie IRL,FW,22-130,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leicester City,2024,0.0
33,Henry Cartwright,eng ENG,MF,20-147,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leicester City,2024,0.0
34,Daniel Iversen,dk DEN,GK,27-292,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leicester City,2024,0.0
35,Benjamin Nelson,eng ENG,DF,21-050,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leicester City,2024,0.0
36,Thomas Wilson-Brown,eng ENG,MF,20-214,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leicester City,2024,0.0
0,Virgil van Dijk,nl NED,DF,33-303,,35,3150.0,35.0,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,2.2,2.2,0.7,3.0,18.0,180.0,6.0,0.09,0.03,0.11,0.09,0.11,0.06,0.02,0.08,0.06,0.08,Matches,Liverpool,2024,35.0
1,Mohamed Salah,eg EGY,FW,32-326,,35,3101.0,34.5,28.0,18.0,46.0,19.0,9.0,9.0,1.0,0.0,24.0,17.0,13.2,30.1,143.0,133.0,440.0,0.81,0.52,1.34,0.55,1.07,0.7,0.38,1.08,0.49,0.87,Matches,Liverpool,2024,35.0
2,Ryan Gravenberch,nl NED,MF,22-356,,34,2921.0,32.5,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,2.9,3.9,65.0,168.0,54.0,0.0,0.12,0.12,0.0,0.12,0.03,0.09,0.12,0.03,0.12,Matches,Liverpool,2024,34.0
3,Alexis Mac Allister,ar ARG,MF,26-134,,30,2575.0,28.6,5.0,5.0,10.0,5.0,0.0,0.0,6.0,0.0,2.8,2.8,4.6,7.4,34.0,174.0,79.0,0.17,0.17,0.35,0.17,0.35,0.1,0.16,0.26,0.1,0.26,Matches,Liverpool,2024,34.0
4,Trent Alexander-Arnold,eng ENG,DF,26-212,,28,2296.0,25.5,3.0,6.0,9.0,3.0,0.0,0.0,5.0,0.0,1.8,1.8,6.7,8.5,50.0,221.0,90.0,0.12,0.24,0.35,0.12,0.35,0.07,0.26,0.33,0.07,0.33,Matches,Liverpool,2024,31.0
5,Ibrahima Konaté,fr FRA,DF,25-347,,27,2320.0,25.8,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,1.7,1.7,1.0,2.7,21.0,103.0,3.0,0.04,0.08,0.12,0.04,0.12,0.07,0.04,0.1,0.07,0.1,Matches,Liverpool,2024,28.0
6,Andrew Robertson,sct SCO,DF,31-057,,27,2308.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,4.1,5.1,58.0,165.0,95.0,0.0,0.0,0.0,0.0,0.0,0.04,0.16,0.2,0.04,0.2,Matches,Liverpool,2024,31.0
7,Dominik Szoboszlai,hu HUN,MF,24-194,,26,2279.0,25.3,5.0,5.0,10.0,5.0,0.0,0.0,6.0,0.0,7.1,7.1,6.2,13.3,65.0,118.0,120.0,0.2,0.2,0.39,0.2,0.39,0.28,0.24,0.53,0.28,0.53,Matches,Liverpool,2024,33.0
8,Luis Díaz,co COL,FW,28-114,,26,2225.0,24.7,12.0,5.0,17.0,12.0,0.0,0.0,2.0,0.0,10.0,10.0,4.9,14.9,103.0,103.0,269.0,0.49,0.2,0.69,0.49,0.69,0.4,0.2,0.6,0.4,0.6,Matches,Liverpool,2024,33.0
9,Alisson,br BRA,GK,32-217,,25,2238.0,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Liverpool,2024,25.0
10,Cody Gakpo,nl NED,FW,26-000,,20,1717.0,19.1,9.0,3.0,12.0,9.0,0.0,0.0,5.0,0.0,6.5,6.5,3.5,10.0,51.0,52.0,253.0,0.47,0.16,0.63,0.47,0.63,0.34,0.18,0.52,0.34,0.52,Matches,Liverpool,2024,32.0
11,Curtis Jones,eng ENG,"MF,DF",24-097,,17,1528.0,17.0,3.0,3.0,6.0,3.0,0.0,0.0,3.0,1.0,4.1,4.1,1.0,5.1,24.0,95.0,71.0,0.18,0.18,0.35,0.18,0.35,0.24,0.06,0.3,0.24,0.3,Matches,Liverpool,2024,30.0
12,Diogo Jota,pt POR,FW,28-154,,14,1154.0,12.8,6.0,3.0,9.0,6.0,0.0,0.0,2.0,0.0,7.5,7.5,1.8,9.3,36.0,33.0,86.0,0.47,0.23,0.7,0.47,0.7,0.59,0.14,0.73,0.59,0.73,Matches,Liverpool,2024,24.0
13,Caoimhín Kelleher,ie IRL,GK,26-165,,10,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Liverpool,2024,10.0
14,Darwin Núñez,uy URU,FW,25-317,,8,1051.0,11.7,5.0,2.0,7.0,5.0,0.0,0.0,8.0,0.0,5.3,5.3,1.2,6.5,22.0,27.0,69.0,0.43,0.17,0.6,0.43,0.6,0.45,0.11,0.56,0.45,0.56,Matches,Liverpool,2024,27.0
15,Kostas Tsimikas,gr GRE,DF,28-360,,8,747.0,8.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,2.1,2.5,16.0,71.0,42.0,0.0,0.12,0.12,0.0,0.12,0.05,0.26,0.3,0.05,0.3,Matches,Liverpool,2024,17.0
16,Joe Gomez,eng ENG,DF,27-349,,6,519.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.4,5.0,35.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,Matches,Liverpool,2024,9.0
17,Conor Bradley,nir NIR,DF,21-302,,4,567.0,6.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,0.5,1.1,28.0,26.0,31.0,0.0,0.16,0.16,0.0,0.16,0.09,0.07,0.17,0.09,0.17,Matches,Liverpool,2024,16.0
18,Jarell Quansah,eng ENG,DF,22-098,,3,405.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,2.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,Liverpool,2024,12.0
19,Harvey Elliott,eng ENG,"MF,FW",22-033,,1,267.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.9,1.7,8.0,29.0,25.0,0.0,0.34,0.34,0.0,0.34,0.28,0.29,0.57,0.28,0.57,Matches,Liverpool,2024,15.0
20,Wataru Endo,jp JPN,MF,32-087,,1,237.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Liverpool,2024,18.0
21,Federico Chiesa,it ITA,FW,27-194,,0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,3.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.49,0.49,0.49,Matches,Liverpool,2024,5.0
22,Vitezslav Jaros,cz CZE,GK,23-288,,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Liverpool,2024,1.0
23,Jayden Danns,eng ENG,MF,19-111,,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Liverpool,2024,1.0
24,Harvey Davies,eng ENG,GK,21-246,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Liverpool,2024,0.0
25,James McConnell,eng ENG,MF,20-236,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Liverpool,2024,0.0
26,Tyler Morton,eng ENG,MF,22-188,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Liverpool,2024,0.0
27,Amara Nallo,eng ENG,DF,18-170,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Liverpool,2024,0.0
28,Trey Nyoni,eng ENG,MF,17-311,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Liverpool,2024,0.0
0,Joško Gvardiol,hr CRO,DF,23-104,,33,3007.0,33.4,5.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,4.4,4.0,2.0,6.0,81.0,251.0,98.0,0.15,0.0,0.15,0.15,0.15,0.13,0.06,0.19,0.12,0.18,Matches,Manchester City,2024,34.0
1,Erling Haaland,no NOR,FW,24-290,,28,2480.0,27.6,21.0,3.0,24.0,19.0,2.0,3.0,2.0,0.0,20.8,18.4,2.8,21.2,19.0,18.0,103.0,0.76,0.11,0.87,0.69,0.8,0.76,0.1,0.86,0.67,0.77,Matches,Manchester City,2024,28.0
2,Bernardo Silva,pt POR,"MF,FW",30-270,,26,2401.0,26.7,3.0,4.0,7.0,3.0,0.0,0.0,7.0,0.0,3.2,3.2,4.4,7.6,94.0,115.0,184.0,0.11,0.15,0.26,0.11,0.26,0.12,0.16,0.29,0.12,0.29,Matches,Manchester City,2024,30.0
3,Ederson,br BRA,GK,31-263,,23,2050.0,22.8,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.5,1.5,0.0,1.0,0.0,0.0,0.18,0.18,0.0,0.18,0.0,0.07,0.07,0.0,0.07,Matches,Manchester City,2024,23.0
4,İlkay Gündoğan,de GER,MF,34-195,,23,2050.0,22.8,0.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,2.7,2.7,2.8,5.5,57.0,115.0,86.0,0.0,0.22,0.22,0.0,0.22,0.12,0.12,0.24,0.12,0.24,Matches,Manchester City,2024,31.0
5,Mateo Kovačić,hr CRO,MF,31-001,,23,2049.0,22.8,6.0,1.0,7.0,6.0,0.0,0.0,5.0,0.0,1.7,1.7,3.6,5.3,52.0,149.0,15.0,0.26,0.04,0.31,0.26,0.31,0.08,0.16,0.23,0.08,0.23,Matches,Manchester City,2024,29.0
6,Rúben Dias,pt POR,DF,27-358,,22,2001.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.4,1.4,0.3,1.7,35.0,122.0,6.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,Matches,Manchester City,2024,24.0
7,Sávio,br BRA,"FW,MF",21-027,,21,1734.0,19.3,1.0,8.0,9.0,1.0,0.0,0.0,3.0,0.0,4.9,4.9,6.8,11.6,133.0,66.0,239.0,0.05,0.42,0.47,0.05,0.47,0.25,0.35,0.6,0.25,0.6,Matches,Manchester City,2024,27.0
8,Rico Lewis,eng ENG,"DF,MF",20-167,,20,1818.0,20.2,1.0,2.0,3.0,1.0,0.0,0.0,5.0,1.0,1.4,1.4,0.3,1.7,36.0,104.0,68.0,0.05,0.1,0.15,0.05,0.15,0.07,0.02,0.08,0.07,0.08,Matches,Manchester City,2024,27.0
9,Manuel Akanji,ch SUI,DF,29-292,,20,1744.0,19.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.4,1.1,38.0,138.0,6.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches,Manchester City,2024,23.0
10,Phil Foden,eng ENG,"MF,FW",24-344,,19,1693.0,18.8,7.0,2.0,9.0,7.0,0.0,0.0,2.0,0.0,5.1,5.1,4.7,9.8,47.0,95.0,119.0,0.37,0.11,0.48,0.37,0.48,0.27,0.25,0.52,0.27,0.52,Matches,Manchester City,2024,26.0
11,Kevin De Bruyne,be BEL,"MF,FW",33-313,,17,1538.0,17.1,4.0,7.0,11.0,4.0,0.0,0.0,2.0,0.0,3.8,3.8,7.6,11.4,47.0,135.0,137.0,0.23,0.41,0.64,0.23,0.64,0.22,0.44,0.67,0.22,0.67,Matches,Manchester City,2024,25.0
12,Matheus Nunes,pt POR,"DF,MF",26-253,,17,1494.0,16.6,1.0,5.0,6.0,1.0,0.0,0.0,4.0,0.0,0.9,0.9,4.2,5.1,59.0,69.0,156.0,0.06,0.3,0.36,0.06,0.36,0.05,0.25,0.31,0.05,0.31,Matches,Manchester City,2024,24.0
13,Jeremy Doku,be BEL,"FW,MF",22-345,,15,1397.0,15.5,3.0,6.0,9.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,4.4,5.4,189.0,66.0,259.0,0.19,0.39,0.58,0.19,0.58,0.07,0.28,0.35,0.07,0.35,Matches,Manchester City,2024,26.0
14,Stefan Ortega,de GER,GK,32-182,,12,1100.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester City,2024,13.0
15,Omar Marmoush,eg EGY,"FW,MF",26-089,,12,998.0,11.1,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,4.8,4.8,1.7,6.5,21.0,29.0,68.0,0.54,0.0,0.54,0.54,0.54,0.43,0.15,0.59,0.43,0.59,Matches,Manchester City,2024,13.0
16,Kyle Walker,eng ENG,DF,34-344,,9,970.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.4,0.6,12.0,64.0,11.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Matches,Manchester City,2024,15.0
17,Nathan Aké,nl NED,DF,30-078,,8,678.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,12.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Manchester City,2024,10.0
18,Nicolás González,es ESP,MF,23-124,,8,648.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.1,0.3,5.0,46.0,10.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,Manchester City,2024,9.0
19,Jack Grealish,eng ENG,"FW,MF",29-239,,7,720.0,8.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.1,1.1,1.8,3.0,69.0,52.0,118.0,0.12,0.12,0.25,0.12,0.25,0.14,0.23,0.37,0.14,0.37,Matches,Manchester City,2024,19.0
20,John Stones,eng ENG,"DF,MF",30-344,,6,548.0,6.1,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.5,10.0,21.0,2.0,0.33,0.0,0.33,0.33,0.33,0.07,0.01,0.08,0.07,0.08,Matches,Manchester City,2024,11.0
21,Nico O’Reilly,eng ENG,DF,20-047,,6,513.0,5.7,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.3,1.3,0.4,1.6,16.0,17.0,25.0,0.35,0.0,0.35,0.35,0.35,0.23,0.06,0.29,0.23,0.29,Matches,Manchester City,2024,8.0
22,Abdukodir Khusanov,uz UZB,DF,21-067,,6,503.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Manchester City,2024,6.0
23,James Mcatee,eng ENG,"MF,FW",22-201,,2,304.0,3.4,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,2.8,2.8,0.3,3.1,7.0,6.0,26.0,0.89,0.0,0.89,0.89,0.89,0.83,0.1,0.93,0.83,0.93,Matches,Manchester City,2024,14.0
24,Jahmai Simpson-Pusey,eng ENG,DF,19-184,,1,96.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester City,2024,2.0
25,Rodri,es ESP,MF,28-319,,1,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,Manchester City,2024,2.0
26,Divin Mubama,eng ENG,FW,20-194,,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches,Manchester City,2024,1.0
27,Oscar Bobb,no NOR,FW,21-299,,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,0.0,0.44,Matches,Manchester City,2024,2.0
28,Vitor Reis,br BRA,DF,19-115,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester City,2024,1.0
29,Max Alleyne,eng ENG,DF,19-253,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester City,2024,0.0
30,Thorsten Brits,eng ENG,GK,17-317,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester City,2024,0.0
31,Scott Carson,eng ENG,GK,39-246,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester City,2024,0.0
32,Issa Kaboré,bf BFA,"DF,MF",23-360,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester City,2024,0.0
33,Josh Wilson-Esbrand,eng ENG,DF,22-132,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester City,2024,0.0
34,Jacob Wright,eng ENG,MF,19-228,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester City,2024,0.0
0,André Onana,cm CMR,GK,29-035,33.0,33,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Manchester United,2024,
1,Bruno Fernandes,pt POR,MF,30-241,33.0,32,2758.0,30.6,8.0,9.0,17.0,5.0,3.0,3.0,4.0,2.0,9.5,7.1,7.6,14.7,65.0,281.0,118.0,0.26,0.29,0.55,0.16,0.46,0.31,0.25,0.56,0.23,0.48,Matches,Manchester United,2024,
2,Diogo Dalot,pt POR,DF,26-050,32.0,31,2788.0,31.0,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,2.0,4.0,62.0,102.0,164.0,0.0,0.1,0.1,0.0,0.1,0.06,0.07,0.13,0.06,0.13,Matches,Manchester United,2024,
3,Noussair Mazraoui,ma MAR,DF,27-174,34.0,31,2639.0,29.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,1.3,2.0,37.0,102.0,51.0,0.0,0.03,0.03,0.0,0.03,0.02,0.05,0.07,0.02,0.07,Matches,Manchester United,2024,
4,Matthijs de Ligt,nl NED,DF,25-268,29.0,25,2123.0,23.6,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.5,2.5,0.3,2.8,7.0,55.0,6.0,0.08,0.0,0.08,0.08,0.08,0.1,0.01,0.12,0.1,0.12,Matches,Manchester United,2024,
5,Alejandro Garnacho,ar ARG,"MF,FW",20-310,34.0,23,2146.0,23.8,6.0,2.0,8.0,6.0,0.0,0.0,3.0,0.0,7.2,7.2,4.5,11.7,139.0,56.0,281.0,0.25,0.08,0.34,0.25,0.34,0.3,0.19,0.49,0.3,0.49,Matches,Manchester United,2024,
6,Manuel Ugarte Ribeiro,uy URU,MF,24-026,27.0,21,1706.0,19.0,1.0,2.0,3.0,1.0,0.0,0.0,10.0,0.0,1.0,1.0,1.1,2.1,16.0,59.0,20.0,0.05,0.11,0.16,0.05,0.16,0.05,0.06,0.11,0.05,0.11,Matches,Manchester United,2024,
7,Lisandro Martínez,ar ARG,DF,27-109,20.0,20,1751.0,19.5,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,1.3,1.3,1.1,2.4,23.0,117.0,7.0,0.1,0.05,0.15,0.1,0.15,0.07,0.06,0.13,0.07,0.13,Matches,Manchester United,2024,
8,Rasmus Højlund,dk DEN,FW,22-092,29.0,20,1744.0,19.4,4.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,3.8,3.8,1.3,5.1,26.0,16.0,83.0,0.21,0.0,0.21,0.21,0.21,0.2,0.06,0.26,0.2,0.26,Matches,Manchester United,2024,
9,Kobbie Mainoo,eng ENG,MF,20-018,22.0,18,1506.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.6,0.6,1.6,2.2,21.0,59.0,42.0,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.13,0.03,0.13,Matches,Manchester United,2024,
10,Amad Diallo,ci CIV,"FW,MF",22-300,23.0,17,1639.0,18.2,7.0,6.0,13.0,7.0,0.0,0.0,3.0,0.0,4.2,4.2,4.0,8.2,93.0,55.0,163.0,0.38,0.33,0.71,0.38,0.71,0.23,0.22,0.45,0.23,0.45,Matches,Manchester United,2024,
11,Harry Maguire,eng ENG,DF,32-063,24.0,17,1539.0,17.1,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.4,1.4,0.3,1.7,6.0,43.0,7.0,0.06,0.0,0.06,0.06,0.06,0.08,0.01,0.1,0.08,0.1,Matches,Manchester United,2024,
12,Casemiro,br BRA,MF,33-073,22.0,16,1335.0,14.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.7,1.7,2.3,3.9,4.0,70.0,26.0,0.07,0.0,0.07,0.07,0.07,0.11,0.15,0.27,0.11,0.27,Matches,Manchester United,2024,
13,Joshua Zirkzee,nl NED,"FW,MF",23-350,32.0,14,1402.0,15.6,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,4.8,4.8,1.5,6.3,14.0,44.0,69.0,0.19,0.06,0.26,0.19,0.26,0.31,0.1,0.41,0.31,0.41,Matches,Manchester United,2024,
14,Marcus Rashford,eng ENG,"FW,MF",27-188,15.0,12,978.0,10.9,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,1.7,1.7,2.1,3.8,20.0,21.0,79.0,0.37,0.09,0.46,0.37,0.46,0.16,0.19,0.35,0.16,0.35,Matches,Manchester United,2024,
15,Leny Yoro,fr FRA,DF,19-175,20.0,11,1114.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,0.1,0.8,19.0,52.0,4.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.06,0.06,0.06,Matches,Manchester United,2024,
16,Christian Eriksen,dk DEN,MF,33-082,21.0,11,1028.0,11.4,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,2.9,3.2,12.0,53.0,29.0,0.0,0.18,0.18,0.0,0.18,0.03,0.25,0.28,0.03,0.28,Matches,Manchester United,2024,
17,Patrick Dorgu,dk DEN,DF,20-193,9.0,8,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.4,0.4,0.4,0.8,27.0,23.0,54.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.12,0.05,0.12,Matches,Manchester United,2024,
18,Mason Mount,eng ENG,"MF,FW",26-117,14.0,5,430.0,4.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,2.3,2.3,0.2,2.5,11.0,21.0,23.0,0.21,0.0,0.21,0.21,0.21,0.48,0.04,0.52,0.48,0.52,Matches,Manchester United,2024,
19,Victor Lindelöf,se SWE,DF,30-294,13.0,4,485.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Manchester United,2024,
20,Jonny Evans,nir NIR,DF,37-124,6.0,3,290.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Manchester United,2024,
21,Harry Amass,eng ENG,DF,18-052,4.0,3,256.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,9.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,Matches,Manchester United,2024,
22,Luke Shaw,eng ENG,DF,29-299,5.0,2,218.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.7,6.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.29,0.31,0.01,0.31,Matches,Manchester United,2024,
23,Altay Bayındır,tr TUR,GK,27-023,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester United,2024,
24,Tyler Fredricson,eng ENG,DF,20-073,2.0,2,165.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester United,2024,
25,Tyrell Malacia,nl NED,DF,25-263,3.0,2,100.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Manchester United,2024,
26,Chidozie Obi-Martin,dk DEN,FW,17-159,6.0,1,155.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.0,0.6,2.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.35,0.35,0.35,Matches,Manchester United,2024,
27,Ayden Heaven,eng ENG,DF,18-227,2.0,1,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester United,2024,
