,Player,Nation,Pos,Age,MP,playing_time_Min,playing_time_Mn/MP,playing_time_Min%,playing_time_90s,starts_Starts,starts_Mn/Start,starts_Compl,subs_Subs,subs_Mn/Sub,subs_unSub,team_success_PPM,team_success_onG,team_success_onGA,team_success_+/-,team_success_+/-90,team_success_On-Off,team_success_(xg)_onxG,team_success_(xg)_onxGA,team_success_(xg)_xG+/-,team_success_(xg)_xG+/-90,team_success_(xg)_On-Off,Matches,Team,Season,playing_time_MP
248,Luca de la Torre,us USA,MF,26-351,,4.0,4.0,0.1,0.0,0,,0,1,4.0,3,3.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.3,5.47,5.17,Matches,Celta Vigo,2024,1.0
249,Joseph Aidoo,gh GHA,DF,29-222,,2.0,2.0,0.1,0.0,0,,0,1,2.0,13,3.0,1.0,0.0,1.0,45.0,45.03,0.3,0.0,0.3,14.69,14.39,Matches,Celta Vigo,2024,1.0
250,Tadeo Allende,ar ARG,FW,26-078,,2.0,2.0,0.1,0.0,0,,0,1,2.0,7,1.5,0.0,1.0,-1.0,-45.0,-45.03,0.0,0.0,0.0,0.0,-0.31,Matches,Celta Vigo,2024,1.0
251,Jones El-Abdellaoui,ma MAR,FW,19-117,,,,,,0,,0,0,,9,,,,,,,,,,,,Matches,Celta Vigo,2024,0.0
252,Martín Conde,es ESP,DF,22-045,,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,Celta Vigo,2024,0.0
253,César Fernández,es ESP,GK,21-101,,,,,,0,,0,0,,4,,,,,,,,,,,,Matches,Celta Vigo,2024,0.0
254,Marc Vidal,es ESP,GK,25-084,,,,,,0,,0,0,,6,,,,,,,,,,,,Matches,Celta Vigo,2024,0.0
255,Florian Lejeune,fr FRA,DF,33-354,33.0,2965.0,90.0,96.9,32.9,33,90.0,32,0,,0,1.24,34.0,42.0,-8.0,-0.24,-2.14,39.1,42.5,-3.4,-0.1,0.84,Matches,Rayo Vallecano,2024,
256,Andrei Ratiu,ro ROU,DF,26-323,31.0,2718.0,88.0,88.8,30.2,30,89.0,28,1,34.0,1,1.29,32.0,38.0,-6.0,-0.2,-0.2,36.4,39.5,-3.1,-0.1,0.23,Matches,Rayo Vallecano,2024,
257,Augusto Batalla,ar ARG,GK,29-009,28.0,2520.0,90.0,82.4,28.0,28,90.0,28,0,,3,1.21,29.0,36.0,-7.0,-0.25,-0.42,34.8,36.6,-1.8,-0.06,0.38,Matches,Rayo Vallecano,2024,
258,Jorge de Frutos,es ESP,"FW,MF",28-078,32.0,2221.0,69.0,72.6,24.7,27,75.0,6,5,38.0,0,1.34,30.0,27.0,3.0,0.12,1.09,28.8,30.7,-1.9,-0.08,0.2,Matches,Rayo Vallecano,2024,
259,Pep Chavarría,es ESP,"DF,FW",27-029,30.0,2287.0,76.0,74.7,25.4,25,86.0,22,5,25.0,2,1.3,28.0,33.0,-5.0,-0.2,-0.08,32.0,30.2,1.8,0.07,0.79,Matches,Rayo Vallecano,2024,
260,Álvaro García,es ESP,"FW,MF",32-194,32.0,2266.0,71.0,74.1,25.2,25,82.0,12,7,29.0,0,1.25,25.0,32.0,-7.0,-0.28,-0.39,29.9,32.6,-2.7,-0.11,0.09,Matches,Rayo Vallecano,2024,
261,Abdul Mumin,gh GHA,DF,26-337,24.0,2017.0,84.0,65.9,22.4,24,84.0,21,0,,0,1.46,24.0,21.0,3.0,0.13,0.91,26.6,25.1,1.5,0.06,0.57,Matches,Rayo Vallecano,2024,
262,Pathé Ciss,sn SEN,"MF,DF",31-054,30.0,1893.0,63.0,61.9,21.0,22,77.0,8,8,25.0,3,1.3,20.0,29.0,-9.0,-0.43,-0.66,22.9,28.9,-6.0,-0.29,-0.41,Matches,Rayo Vallecano,2024,
263,Isaac Palazón Camacho,es ESP,"MF,FW",30-133,31.0,1804.0,58.0,59.0,20.0,21,76.0,7,10,21.0,0,1.35,21.0,24.0,-3.0,-0.15,0.07,23.5,24.8,-1.3,-0.07,0.16,Matches,Rayo Vallecano,2024,
264,Unai López,es ESP,MF,29-191,28.0,1509.0,54.0,49.3,16.8,20,66.0,2,8,23.0,1,1.5,19.0,20.0,-1.0,-0.06,0.23,16.3,23.3,-7.0,-0.42,-0.56,Matches,Rayo Vallecano,2024,
265,Óscar Valentín,es ESP,MF,30-262,31.0,1676.0,54.0,54.8,18.6,16,81.0,9,15,26.0,2,1.38,21.0,23.0,-2.0,-0.11,0.15,22.6,23.3,-0.7,-0.04,0.2,Matches,Rayo Vallecano,2024,
266,Adri Embarba,es ESP,"FW,MF",33-002,32.0,1488.0,47.0,48.6,16.5,16,70.0,1,16,23.0,2,1.34,18.0,20.0,-2.0,-0.12,0.11,17.9,21.2,-3.3,-0.2,-0.14,Matches,Rayo Vallecano,2024,
267,Randy Nteka,ao ANG,FW,27-154,24.0,1129.0,47.0,36.9,12.5,16,62.0,0,8,17.0,6,1.17,10.0,15.0,-5.0,-0.4,-0.35,12.3,17.7,-5.4,-0.43,-0.47,Matches,Rayo Vallecano,2024,
268,Sergio Camello,es ESP,FW,24-088,23.0,1134.0,49.0,37.1,12.6,14,64.0,0,9,27.0,1,1.52,14.0,15.0,-1.0,-0.08,0.15,15.0,14.9,0.1,0.01,0.22,Matches,Rayo Vallecano,2024,
269,Pedro Díaz,es ESP,MF,26-338,22.0,1035.0,47.0,33.8,11.5,11,72.0,3,11,22.0,12,1.14,12.0,15.0,-3.0,-0.26,-0.13,13.2,17.6,-4.3,-0.38,-0.37,Matches,Rayo Vallecano,2024,
270,Iván Balliu,al ALB,DF,33-128,21.0,896.0,43.0,29.3,10.0,8,86.0,7,13,16.0,13,1.67,7.0,9.0,-2.0,-0.2,-0.03,10.0,15.8,-5.8,-0.58,-0.64,Matches,Rayo Vallecano,2024,
271,Aridane Hernández,es ESP,DF,36-047,11.0,755.0,69.0,24.7,8.4,8,82.0,6,3,33.0,23,1.09,10.0,15.0,-5.0,-0.6,-0.56,11.0,11.6,-0.6,-0.08,0.07,Matches,Rayo Vallecano,2024,
272,Alfonso Espino,uy URU,DF,33-124,13.0,736.0,57.0,24.1,8.2,8,78.0,3,5,23.0,12,1.0,8.0,14.0,-6.0,-0.73,-0.73,8.0,12.0,-4.0,-0.49,-0.47,Matches,Rayo Vallecano,2024,
273,Gerard Gumbau,es ESP,MF,30-142,19.0,773.0,41.0,25.3,8.6,7,65.0,0,12,26.0,14,1.0,8.0,13.0,-5.0,-0.58,-0.54,12.0,11.5,0.5,0.06,0.26,Matches,Rayo Vallecano,2024,
274,Cárdenas,es ESP,GK,28-042,6.0,540.0,90.0,17.6,6.0,6,90.0,6,0,,28,1.67,7.0,6.0,1.0,0.17,0.42,4.9,7.5,-2.7,-0.44,-0.38,Matches,Rayo Vallecano,2024,
275,Óscar Trejo,ar ARG,MF,37-013,16.0,482.0,30.0,15.8,5.4,6,61.0,0,10,12.0,18,1.0,6.0,5.0,1.0,0.19,0.43,6.4,6.1,0.3,0.06,0.23,Matches,Rayo Vallecano,2024,
276,Sergi Guardiola,es ESP,FW,33-345,15.0,360.0,24.0,11.8,4.0,1,54.0,0,14,22.0,15,1.27,6.0,4.0,2.0,0.5,0.77,7.7,4.4,3.3,0.82,1.08,Matches,Rayo Vallecano,2024,
277,James Rodríguez,co COL,"MF,FW",33-301,6.0,140.0,23.0,4.6,1.6,1,63.0,0,5,15.0,5,1.33,4.0,2.0,2.0,1.29,1.53,1.9,2.4,-0.6,-0.36,-0.24,Matches,Rayo Vallecano,2024,
278,Pelayo Fernandez,es ESP,DF,22-010,1.0,90.0,90.0,2.9,1.0,1,90.0,1,0,,20,3.0,2.0,0.0,2.0,2.0,2.24,0.6,1.5,-0.9,-0.91,-0.8,Matches,Rayo Vallecano,2024,
279,Etienne Eto'o,cm CMR,FW,22-264,2.0,40.0,20.0,1.3,0.4,0,,0,2,20.0,7,0.5,2.0,1.0,1.0,2.25,2.46,0.4,0.5,-0.1,-0.18,-0.05,Matches,Rayo Vallecano,2024,
280,Raúl de Tomás,es ESP,"DF,FW",30-204,2.0,22.0,11.0,0.7,0.2,0,,0,2,11.0,15,0.0,0.0,2.0,-2.0,-8.18,-8.06,0.2,1.3,-1.2,-4.83,-4.73,Matches,Rayo Vallecano,2024,
281,Juanpe,es ESP,GK,24-004,0.0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches,Rayo Vallecano,2024,
282,Marco de las Sías,es ESP,DF,19-131,0.0,,,,,0,,0,0,,14,,,,,,,,,,,,Matches,Rayo Vallecano,2024,
283,Sergio Lozano,es ESP,DF,19-128,0.0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,Rayo Vallecano,2024,
284,Diego Méndez,es ESP,MF,21-253,0.0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,Rayo Vallecano,2024,
285,Joni Montiel,es ESP,MF,26-248,0.0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches,Rayo Vallecano,2024,
286,Morro,es ESP,GK,24-240,0.0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,Rayo Vallecano,2024,
287,Sergio Herrera,es ESP,GK,31-338,33.0,2970.0,90.0,97.1,33.0,33,90.0,33,0,,0,1.3,42.0,50.0,-8.0,-0.24,-0.24,38.3,48.5,-10.2,-0.31,0.02,Matches,Osasuna,2024,
288,Jesús Areso,es ESP,DF,25-311,32.0,2721.0,85.0,88.9,30.2,31,87.0,21,1,28.0,1,1.38,41.0,41.0,0.0,0.0,2.12,35.8,41.1,-5.2,-0.17,1.24,Matches,Osasuna,2024,
289,Catena,es ESP,DF,30-193,31.0,2714.0,88.0,88.7,30.2,31,88.0,28,0,,1,1.39,38.0,43.0,-5.0,-0.17,0.61,35.1,43.9,-8.8,-0.29,0.15,Matches,Osasuna,2024,
290,Lucas Torró,es ESP,MF,30-294,31.0,2642.0,85.0,86.3,29.4,31,85.0,23,0,,1,1.35,36.0,41.0,-5.0,-0.17,0.48,32.7,39.7,-7.1,-0.24,0.51,Matches,Osasuna,2024,
291,Aimar Oroz,es ESP,"MF,FW",23-163,33.0,2609.0,79.0,85.3,29.0,31,82.0,13,2,29.0,0,1.33,41.0,38.0,3.0,0.1,2.3,34.6,39.8,-5.2,-0.18,0.88,Matches,Osasuna,2024,
292,Ante Budimir,hr CRO,FW,33-291,34.0,2620.0,77.0,85.6,29.1,30,84.0,14,4,24.0,0,1.29,39.0,40.0,-1.0,-0.03,1.4,34.6,37.6,-2.9,-0.1,1.45,Matches,Osasuna,2024,
293,Enzo Boyomo,cm CMR,DF,23-214,30.0,2627.0,88.0,85.8,29.2,29,89.0,28,1,45.0,0,1.3,39.0,42.0,-3.0,-0.1,0.94,34.8,40.9,-6.1,-0.21,0.72,Matches,Osasuna,2024,
294,Rubén García,es ESP,"FW,MF",31-299,33.0,2209.0,67.0,72.2,24.5,27,76.0,4,6,27.0,0,1.24,32.0,31.0,1.0,0.04,0.99,28.1,31.8,-3.7,-0.15,0.58,Matches,Osasuna,2024,
295,Jon Moncayola,es ESP,MF,26-361,30.0,2061.0,69.0,67.4,22.9,26,74.0,6,4,32.0,0,1.23,30.0,29.0,1.0,0.04,0.85,25.2,32.2,-7.0,-0.31,0.01,Matches,Osasuna,2024,
296,Abel,es ESP,DF,24-261,32.0,2019.0,63.0,66.0,22.4,20,86.0,13,12,26.0,2,1.38,27.0,35.0,-8.0,-0.36,-0.36,24.1,33.4,-9.3,-0.41,-0.31,Matches,Osasuna,2024,
297,Bryan Zaragoza,es ESP,"FW,MF",24-014,23.0,1524.0,66.0,49.8,16.9,18,77.0,2,5,28.0,1,1.39,26.0,25.0,1.0,0.06,0.59,19.5,25.1,-5.5,-0.33,-0.04,Matches,Osasuna,2024,
298,Jorge Herrando,es ESP,DF,24-070,18.0,1366.0,76.0,44.6,15.2,15,90.0,15,3,5.0,16,1.22,14.0,23.0,-9.0,-0.59,-0.65,15.8,24.6,-8.8,-0.58,-0.49,Matches,Osasuna,2024,
299,Juan Cruz Armada,es ESP,DF,32-285,21.0,1174.0,56.0,38.4,13.0,15,73.0,4,6,14.0,12,1.48,15.0,18.0,-3.0,-0.23,0.01,15.3,18.5,-3.2,-0.24,0.11,Matches,Osasuna,2024,
300,Pablo Ibáñez,es ESP,MF,26-231,24.0,1029.0,43.0,33.6,11.4,9,72.0,4,15,25.0,10,1.46,12.0,22.0,-10.0,-0.87,-0.96,12.3,18.2,-5.8,-0.51,-0.3,Matches,Osasuna,2024,
301,Moi Gómez,es ESP,"MF,FW",30-320,25.0,793.0,32.0,25.9,8.8,6,76.0,3,19,18.0,7,1.2,2.0,19.0,-17.0,-1.93,-2.29,6.1,15.5,-9.5,-1.07,-1.03,Matches,Osasuna,2024,
302,Rubén Peña,es ESP,"FW,DF",33-295,23.0,682.0,30.0,22.3,7.6,6,68.0,1,17,16.0,9,1.22,7.0,11.0,-4.0,-0.53,-0.38,8.9,12.2,-3.3,-0.44,-0.17,Matches,Osasuna,2024,
303,Raúl,es ESP,"FW,MF",24-187,28.0,690.0,25.0,22.5,7.7,5,66.0,0,23,16.0,2,1.14,7.0,13.0,-6.0,-0.78,-0.71,8.0,14.9,-6.9,-0.89,-0.75,Matches,Osasuna,2024,
304,Iker Muñoz,es ESP,MF,22-185,19.0,503.0,26.0,16.4,5.6,4,59.0,1,15,18.0,5,1.32,7.0,11.0,-4.0,-0.72,-0.57,7.2,10.2,-3.0,-0.54,-0.27,Matches,Osasuna,2024,
305,Kike Barja,es ESP,"FW,MF",28-038,12.0,264.0,22.0,8.6,2.9,3,56.0,0,9,11.0,10,1.25,5.0,3.0,2.0,0.68,1.0,5.6,2.2,3.4,1.14,1.59,Matches,Osasuna,2024,
306,Nacho Vidal,es ESP,DF,30-105,5.0,124.0,25.0,4.1,1.4,1,90.0,1,4,9.0,14,2.0,1.0,5.0,-4.0,-2.9,-2.78,0.1,2.8,-2.7,-1.93,-1.69,Matches,Osasuna,2024,
307,José Arnaiz,es ESP,"MF,FW",30-024,13.0,122.0,9.0,4.0,1.4,1,45.0,0,12,6.0,16,0.54,1.0,3.0,-2.0,-1.48,-1.29,2.0,3.7,-1.8,-1.3,-1.03,Matches,Osasuna,2024,
308,Aitor Fernández,es ESP,GK,34-006,1.0,90.0,90.0,2.9,1.0,1,90.0,1,0,,33,1.0,0.0,0.0,0.0,0.0,0.24,0.4,0.7,-0.3,-0.33,-0.02,Matches,Osasuna,2024,
309,Unai García,es ESP,DF,33-095,2.0,64.0,32.0,2.1,0.7,1,60.0,0,1,4.0,31,1.5,0.0,4.0,-4.0,-5.63,-5.5,0.1,1.4,-1.3,-1.81,-1.53,Matches,Osasuna,2024,
310,Iker Benito,es ESP,"FW,MF",22-272,2.0,37.0,19.0,1.2,0.4,0,,0,2,19.0,14,1.5,0.0,2.0,-2.0,-4.86,-4.69,0.0,1.0,-1.0,-2.45,-2.17,Matches,Osasuna,2024,
311,Javi Martínez,es ESP,MF,25-138,1.0,6.0,6.0,0.2,0.1,0,,0,1,6.0,14,0.0,0.0,1.0,-1.0,-15.0,-14.79,0.0,0.9,-0.9,-13.09,-12.81,Matches,Osasuna,2024,
312,Iñigo Arguibide,es ESP,FW,20-020,0.0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,Osasuna,2024,
313,Jon Fuentes,es ESP,MF,22-101,0.0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,Osasuna,2024,
314,Carlos Lumbreras,es ESP,FW,20-078,0.0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,Osasuna,2024,
315,Sixtus Ogbuehi,ng NGA,FW,22-128,0.0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches,Osasuna,2024,
316,Asier Osambela,es ESP,MF,21-090,0.0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches,Osasuna,2024,
317,Ismael Sierra,es ESP,DF,22-053,0.0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,Osasuna,2024,
318,Dimitrios Stamatakis,gr GRE,GK,22-016,0.0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches,Osasuna,2024,
319,Pablo Valencia,es ESP,GK,24-128,0.0,,,,,0,,0,0,,12,,,,,,,,,,,,Matches,Osasuna,2024,
320,Antonio Raillo,es ESP,DF,33-213,32.0,2847.0,89.0,93.0,31.6,32,89.0,30,0,,0,1.28,27.0,33.0,-6.0,-0.19,0.66,33.7,35.5,-1.8,-0.06,0.16,Matches,Mallorca,2024,
321,Sergi Darder,es ESP,"MF,FW",31-138,34.0,2397.0,71.0,78.3,26.6,30,77.0,7,4,19.0,0,1.29,23.0,29.0,-6.0,-0.23,0.05,27.9,29.8,-1.9,-0.07,-0.01,Matches,Mallorca,2024,
322,Johan Mojica,co COL,DF,32-261,32.0,2549.0,80.0,83.3,28.3,28,88.0,24,4,21.0,1,1.34,27.0,34.0,-7.0,-0.25,-0.07,30.5,32.9,-2.4,-0.09,-0.1,Matches,Mallorca,2024,
323,Dominik Greif,sk SVK,GK,28-033,28.0,2520.0,90.0,82.4,28.0,28,90.0,28,0,,6,1.32,27.0,31.0,-4.0,-0.14,0.52,30.2,26.6,3.7,0.13,1.13,Matches,Mallorca,2024,
324,Martin Valjent,sk SVK,DF,29-149,28.0,2493.0,89.0,81.5,27.7,28,89.0,26,0,,5,1.36,26.0,33.0,-7.0,-0.25,-0.09,28.8,33.4,-4.6,-0.16,-0.52,Matches,Mallorca,2024,
325,Samu Costa,pt POR,MF,24-163,28.0,2301.0,82.0,75.2,25.6,27,84.0,20,1,26.0,0,1.21,22.0,32.0,-10.0,-0.39,-0.63,26.1,29.4,-3.3,-0.13,-0.24,Matches,Mallorca,2024,
326,Pablo Maffeo,es ESP,DF,27-301,27.0,2206.0,82.0,72.1,24.5,26,84.0,18,1,13.0,2,1.3,21.0,25.0,-4.0,-0.16,0.26,28.2,24.5,3.7,0.15,0.79,Matches,Mallorca,2024,
327,Dani Rodríguez,es ESP,"MF,FW",36-337,33.0,1966.0,60.0,64.2,21.8,24,74.0,1,9,21.0,0,1.33,19.0,26.0,-7.0,-0.32,-0.24,20.4,21.2,-0.9,-0.04,0.08,Matches,Mallorca,2024,
328,Vedat Muriqi,xk KVX,FW,31-015,25.0,1761.0,70.0,57.5,19.6,20,81.0,9,5,28.0,0,1.12,17.0,25.0,-8.0,-0.41,-0.41,20.1,20.7,-0.7,-0.03,0.08,Matches,Mallorca,2024,
329,Cyle Larin,ca CAN,FW,30-022,28.0,1623.0,58.0,53.0,18.0,20,73.0,2,8,22.0,4,1.21,11.0,19.0,-8.0,-0.44,-0.44,18.4,20.6,-2.2,-0.12,-0.12,Matches,Mallorca,2024,
330,Omar Mascarell,gq EQG,MF,32-096,28.0,1716.0,61.0,56.1,19.1,18,84.0,10,10,21.0,5,1.54,19.0,24.0,-5.0,-0.26,-0.06,22.1,22.1,0.0,0.0,0.16,Matches,Mallorca,2024,
331,Copete,es ESP,DF,25-211,24.0,1438.0,60.0,47.0,16.0,15,88.0,14,9,13.0,6,1.25,13.0,19.0,-6.0,-0.38,-0.26,15.7,19.2,-3.5,-0.22,-0.28,Matches,Mallorca,2024,
332,Manu Morlanes,es ESP,MF,26-117,21.0,1300.0,62.0,42.5,14.4,15,80.0,5,6,17.0,2,1.38,14.0,15.0,-1.0,-0.07,0.29,14.9,15.0,-0.2,-0.01,0.1,Matches,Mallorca,2024,
333,Roberto Navarro,es ESP,"MF,FW",23-027,23.0,1278.0,56.0,41.8,14.2,15,71.0,0,8,27.0,0,1.48,13.0,13.0,0.0,0.0,0.4,16.5,14.2,2.3,0.16,0.39,Matches,Mallorca,2024,
334,Takuma Asano,jp JPN,"FW,MF",30-180,20.0,989.0,49.0,32.3,11.0,12,67.0,0,8,23.0,2,1.05,12.0,12.0,0.0,0.0,0.35,12.9,9.7,3.2,0.29,0.54,Matches,Mallorca,2024,
335,Antonio Sánchez,es ESP,"MF,DF",28-128,29.0,1221.0,42.0,39.9,13.6,10,79.0,2,19,23.0,3,1.45,14.0,14.0,0.0,0.0,0.39,14.1,17.9,-3.8,-0.28,-0.35,Matches,Mallorca,2024,
336,Leo Román,es ESP,GK,24-307,6.0,540.0,90.0,17.6,6.0,6,90.0,6,0,,28,1.17,4.0,8.0,-4.0,-0.67,-0.52,6.0,12.0,-6.0,-1.0,-1.13,Matches,Mallorca,2024,
337,Mateu Morey,es ESP,DF,25-068,12.0,491.0,41.0,16.0,5.5,5,82.0,2,7,12.0,17,1.23,5.0,11.0,-6.0,-1.1,-1.03,4.0,9.8,-5.9,-1.08,-1.2,Matches,Mallorca,2024,
338,Toni Lato,es ESP,DF,27-169,11.0,461.0,42.0,15.1,5.1,5,80.0,2,6,11.0,15,1.27,5.0,4.0,1.0,0.2,0.51,5.1,5.6,-0.6,-0.11,-0.05,Matches,Mallorca,2024,
339,Abdón Prats,es ESP,"FW,MF",32-153,24.0,456.0,19.0,14.9,5.1,3,72.0,1,21,11.0,8,1.38,7.0,6.0,1.0,0.2,0.51,7.7,6.9,0.8,0.16,0.27,Matches,Mallorca,2024,
340,Marc Domenech,es ESP,"FW,MF",19-128,7.0,204.0,29.0,6.7,2.3,2,53.0,0,5,20.0,11,0.71,1.0,1.0,0.0,0.0,0.25,2.2,2.6,-0.4,-0.18,-0.12,Matches,Mallorca,2024,
341,Valery Fernández,es ESP,"MF,FW",25-167,17.0,297.0,17.0,9.7,3.3,1,66.0,0,16,14.0,9,1.65,10.0,5.0,5.0,1.52,1.94,5.9,6.2,-0.3,-0.08,-0.01,Matches,Mallorca,2024,
342,Chiquinho,pt POR,"MF,FW",25-093,8.0,146.0,18.0,4.8,1.6,1,56.0,0,7,13.0,22,1.13,4.0,2.0,2.0,1.23,1.54,3.3,1.6,1.7,1.02,1.14,Matches,Mallorca,2024,
343,Siebe Van Der Heyden,be BEL,"DF,MF",26-344,2.0,97.0,49.0,3.2,1.1,1,90.0,1,1,7.0,13,1.5,0.0,2.0,-2.0,-1.86,-1.67,0.9,0.9,-0.1,-0.05,0.02,Matches,Mallorca,2024,
344,David López,es ESP,DF,22-095,1.0,79.0,79.0,2.6,0.9,1,79.0,0,0,,12,0.0,0.0,1.0,-1.0,-1.14,-0.93,0.5,0.7,-0.2,-0.19,-0.12,Matches,Mallorca,2024,
345,Javier Llabrés,es ESP,FW,22-240,1.0,57.0,57.0,1.9,0.6,1,57.0,0,0,,8,0.0,0.0,1.0,-1.0,-1.58,-1.37,0.8,0.3,0.5,0.8,0.89,Matches,Mallorca,2024,
346,Jan Salas,es ESP,MF,19-272,3.0,24.0,8.0,0.8,0.3,0,,0,3,8.0,8,0.33,0.0,2.0,-2.0,-7.5,-7.32,0.1,1.5,-1.3,-4.94,-4.91,Matches,Mallorca,2024,
347,Daniel Luna,co COL,MF,22-002,2.0,20.0,10.0,0.7,0.2,0,,0,2,10.0,19,0.0,0.0,0.0,0.0,0.0,0.24,0.3,0.5,-0.2,-0.91,-0.85,Matches,Mallorca,2024,
348,Iván Cuéllar,es ESP,GK,40-347,0.0,,,,,0,,0,0,,24,,,,,,,,,,,,Matches,Mallorca,2024,
349,Pere Joan,es ESP,GK,23-048,0.0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches,Mallorca,2024,
350,Sebastian Wade,es ESP,DF,22-030,0.0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,Mallorca,2024,
351,Álex Remiro,es ESP,GK,30-046,33.0,2970.0,90.0,97.1,33.0,33,90.0,33,0,,1,1.3,32.0,36.0,-4.0,-0.12,0.88,36.7,36.0,0.6,0.02,-0.08,Matches,Real Sociedad,2024,
352,Martín Zubimendi,es ESP,MF,26-096,32.0,2689.0,84.0,87.9,29.9,30,87.0,28,2,38.0,0,1.31,28.0,30.0,-2.0,-0.07,0.66,33.7,30.3,3.4,0.11,0.76,Matches,Real Sociedad,2024,
353,Sergio Gómez,es ESP,"MF,DF",24-247,33.0,2538.0,77.0,82.9,28.2,29,83.0,18,4,34.0,1,1.3,25.0,30.0,-5.0,-0.18,-0.18,29.3,31.1,-1.8,-0.06,-0.5,Matches,Real Sociedad,2024,
354,Jon Aramburu,ve VEN,DF,22-290,31.0,2224.0,72.0,72.7,24.7,26,82.0,17,5,17.0,2,1.39,25.0,28.0,-3.0,-0.12,0.09,28.9,25.4,3.4,0.14,0.43,Matches,Real Sociedad,2024,
355,Igor Zubeldia,es ESP,DF,28-040,25.0,2044.0,82.0,66.8,22.7,25,82.0,20,0,,0,1.16,19.0,25.0,-6.0,-0.26,-0.35,25.5,23.8,1.7,0.07,0.15,Matches,Real Sociedad,2024,
356,Mikel Oyarzabal,es ESP,"FW,MF",28-018,31.0,2009.0,65.0,65.7,22.3,25,74.0,7,6,27.0,2,1.35,21.0,18.0,3.0,0.13,0.82,25.8,19.4,6.4,0.29,0.77,Matches,Real Sociedad,2024,
357,Takefusa Kubo,jp JPN,"MF,FW",23-339,32.0,2057.0,64.0,67.2,22.9,23,78.0,7,9,28.0,1,1.34,22.0,19.0,3.0,0.13,0.85,25.2,20.3,5.0,0.22,0.59,Matches,Real Sociedad,2024,
358,Nayef Aguerd,ma MAR,DF,29-040,21.0,1760.0,84.0,57.5,19.6,21,84.0,17,0,,3,1.48,18.0,15.0,3.0,0.15,0.71,25.9,18.8,7.0,0.36,0.8,Matches,Real Sociedad,2024,
359,Javi López,es ESP,DF,23-045,26.0,1753.0,67.0,57.3,19.5,19,79.0,11,7,35.0,6,1.35,20.0,25.0,-5.0,-0.26,-0.26,20.7,23.2,-2.5,-0.13,-0.35,Matches,Real Sociedad,2024,
360,Luka Sučić,hr CRO,MF,22-243,25.0,1602.0,64.0,52.4,17.8,19,78.0,10,6,19.0,3,1.28,15.0,20.0,-5.0,-0.28,-0.28,21.7,19.0,2.7,0.15,0.27,Matches,Real Sociedad,2024,
361,Brais Méndez,es ESP,MF,28-122,24.0,1391.0,58.0,45.5,15.5,17,71.0,4,7,26.0,4,1.33,17.0,14.0,3.0,0.19,0.63,19.6,14.6,5.1,0.33,0.56,Matches,Real Sociedad,2024,
362,Aritz Elustondo,es ESP,DF,31-042,19.0,1187.0,62.0,38.8,13.2,13,80.0,9,6,25.0,7,1.37,19.0,16.0,3.0,0.23,0.61,14.3,15.2,-0.9,-0.07,-0.15,Matches,Real Sociedad,2024,
363,Ander Barrenetxea,es ESP,"MF,FW",23-133,26.0,1103.0,42.0,36.0,12.3,12,58.0,0,14,29.0,3,1.23,13.0,17.0,-4.0,-0.33,-0.28,13.8,13.4,0.4,0.03,0.02,Matches,Real Sociedad,2024,
364,Sheraldo Becker,sr SUR,"FW,MF",30-089,22.0,995.0,45.0,32.5,11.1,11,71.0,2,11,19.0,4,1.0,8.0,11.0,-3.0,-0.27,-0.18,11.5,13.5,-2.0,-0.18,-0.3,Matches,Real Sociedad,2024,
365,Aihen Muñoz,es ESP,DF,27-266,19.0,931.0,49.0,30.4,10.3,11,70.0,5,8,21.0,13,1.21,10.0,10.0,0.0,0.0,0.21,10.9,10.9,-0.1,-0.01,-0.04,Matches,Real Sociedad,2024,
366,Pablo Marín,es ESP,MF,21-310,19.0,950.0,50.0,31.0,10.6,10,81.0,6,9,15.0,11,1.26,10.0,15.0,-5.0,-0.47,-0.47,10.4,12.4,-1.9,-0.18,-0.3,Matches,Real Sociedad,2024,
367,Beñat Turrientes,es ESP,MF,23-098,18.0,817.0,45.0,26.7,9.1,10,65.0,2,8,21.0,12,1.06,7.0,11.0,-4.0,-0.44,-0.4,9.3,11.1,-1.8,-0.2,-0.3,Matches,Real Sociedad,2024,
368,Orri Steinn Óskarsson,is ISL,FW,20-253,23.0,944.0,41.0,30.8,10.5,9,66.0,1,14,25.0,2,1.22,9.0,15.0,-6.0,-0.57,-0.61,12.6,11.8,0.7,0.07,0.07,Matches,Real Sociedad,2024,
